iteration,fitness
0,42.81
1,45.568
2,47.091
3,47.659
4,51.465
5,51.465
6,51.465
7,51.465
8,51.465
9,51.465
10,51.809
11,51.809
12,52.443
13,52.443
14,52.443
15,52.443
16,52.443
17,52.443
18,53.507
19,53.507
20,53.507
21,53.507
22,53.507
23,54.204
24,54.204
25,54.707
26,54.707
27,54.707
28,54.707
29,54.707
30,54.707
31,54.707
32,54.707
33,54.707
34,54.713
35,54.853
36,55.675
37,55.675
38,55.675
39,55.675
40,55.675
41,55.675
42,55.675
43,55.675
44,55.675
45,55.675
46,55.675
47,55.675
48,55.675
49,55.675
50,55.675
51,55.675
52,55.675
53,55.675
54,55.675
55,55.675
56,55.675
57,55.675
58,55.675
59,55.675
60,55.675
61,55.888
62,55.888
63,55.888
64,55.888
65,55.888
66,55.888
67,55.888
68,55.888
69,55.888
70,55.888
71,55.888
72,55.888
73,55.888
74,55.888
75,55.888
76,55.888
77,55.888
78,55.888
79,55.888
80,55.888
81,55.888
82,55.888
83,55.888
84,55.888
85,55.888
86,55.888
87,55.888
88,55.888
89,55.888
90,55.888
91,55.888
92,55.888
93,55.888
94,55.888
95,55.888
96,55.888
97,55.899
98,55.899
99,55.899
100,55.899
101,55.945
102,55.945
103,55.945
104,55.945
105,55.945
106,56.057
107,56.057
108,56.057
109,56.057
110,56.057
111,56.057
112,56.057
113,56.057
114,56.057
115,56.057
116,56.057
117,56.057
118,56.057
119,56.057
120,56.057
121,56.057
122,56.057
123,56.057
124,56.057
125,56.057
126,56.696
127,56.696
128,56.696
129,56.696
130,56.696
131,56.696
132,56.696
133,56.696
134,56.696
135,56.696
136,56.696
137,56.696
138,56.696
139,56.696
140,56.696
141,56.696
142,56.696
143,56.696
144,56.696
145,56.696
146,56.696
147,56.696
148,56.696
149,56.696
150,56.696
151,56.696
152,56.696
153,56.696
154,56.696
155,56.696
156,56.696
157,56.696
158,56.696
159,58.062
160,58.062
161,58.062
162,61.279
163,61.279
164,61.279
165,61.279
166,61.279
167,61.279
168,61.279
169,61.279
170,61.279
171,61.279
172,61.279
173,61.279
174,61.279
175,61.279
176,61.279
177,61.279
178,61.279
179,61.279
180,61.279
181,61.279
182,61.279
183,61.279
184,61.279
185,61.279
186,61.279
187,61.279
188,61.279
189,61.279
190,61.279
191,61.279
192,61.279
193,61.279
194,61.279
195,61.279
196,61.279
197,61.279
198,61.279
199,61.279
200,61.279
201,61.279
202,61.279
203,61.279
204,61.279
205,61.279
206,61.279
207,61.279
208,61.279
209,61.279
210,61.279
211,61.279
212,61.279
213,61.279
214,61.279
215,61.279
216,61.379
217,61.379
218,61.379
219,61.379
220,61.379
221,61.379
222,61.379
223,61.379
224,61.379
225,61.379
226,61.379
227,61.379
228,61.379
229,61.379
230,61.379
231,61.379
232,61.379
233,61.379
234,61.379
